id,subject,name,units,term,description
AshFord_ACC 410,Accounting Courses,Auditing,3 Credits,,"Principles, procedures, and standards of public accounting. Emphasis on auditors working papers and submission of audit statements. "
AshFord_ACC 610,Accounting Courses,Advanced Federal Taxation,3 Credits,,"This course is an introduction to federal taxation for entities other than individuals. Topics include structure, regulations, administration and compliance of federal taxation in the US from the perspective of corporations, partnerships, S corporations, trusts and estates."
AshFord_ACC 611,Accounting Courses,Advanced Tax Research,3 Credits,,"This course is designed with an emphasis on developing research skills related to complex tax issues. The focus is on interpretation of tax law and finding support for various positions on difficult tax issues related to a variety of business, personal and estate tax issues."
AshFord_ACC 612,Accounting Courses,Advanced Financial Accounting,3 Credits,,"This course expands on the basic financial reporting concept with a focus on business combination reporting for corporations and partnerships, foreign currency transaction reporting and financial statement translation, and financial statement note disclosure."
AshFord_ACC 614,Accounting Courses,Auditing & Fraud Detection,3 Credits,,"This course will cover the components of the auditing process with a strong emphasis on planning, risk assessment and gathering audit evidence. The course will provide a foundation in the fundamentals of assurance, attestation and auditing."
AshFord_ACC 615,Accounting Courses,Current Issues in Advanced Taxation,3 Credits,,This course is designed to focus on selected taxation issues relevant to todays economic climate. Topics will vary based on changing tax law and current political climate with an emphasis on interpretation of new tax regulations and pronouncements.
AshFord_ACC 616,Accounting Courses,Forensic Accounting,3 Credits,,"This course will cover the basic concepts of forensic accounting including identifying, detecting, and preventing fraud. There will be an emphasis on investigating documentary evidence, interviewing witnesses and potential suspects, writing investigative reports and testifying to findings."
AshFord_ACC 617,Accounting Courses,Current Issues in Advanced Auditing,3 Credits,,"This course will examine current and advanced issues affecting the auditing profession. Topics will include the study of audit risk, corporate governance, audit planning and execution, special reports and assurance engagements."
AshFord_ACC 618,Accounting Courses,Professional Ethics for the Accountant,3 Credits,,"This course will provide an understanding of the ethics and code of professional conduct provided by the American Institute of Certified Public Accountants (AICPA). In addition, ethic guidelines and codes of conduct endorsed by other professional accounting organizations such as the Institute of Managerial Accountants will be introduced."
AshFord_ACC 622,Accounting Courses,Accounting Information Systems,3 Credits,,"This course will include a review of accounting information systems application controls and internal control. Topics include hardware and software concepts, application internal controls, internal control procedures, integrated audit software, generalized general ledger software, Sarbanes-Oxley (SOX) internal control requirements and required company and audit documentation."
AshFord_ACC 623,Accounting Courses,Advanced Topics in Excel & Access,3 Credits,,"This course utilizes the Microsoft Access database management system and Excel spreadsheet tools to build the accounting system elements for each of the four main transaction cycles: revenue, purchase, payroll, and production. Access topics include creating and maintaining tables; designing, maintaining and querying a database; creating forms and reports; and using VBA procedures on a database. Excel topics include the use of functions and formulas of Excel with emphasis on accounting as a financial analysis tool."
AshFord_ACC 624,Accounting Courses,Current Issues in Accounting Information Systems,3 Credits,,"This advanced course provides an in-depth study of Accounting Information System concepts including business intelligence solutions, computerized accounting, enterprise resource planning, information technology strategy, data integrity, security techniques, user interface design, and internal controls. Emphasis is placed on understanding how accounting information systems can ensure the accuracy and reliability of financial information and aid in the decision-making process of an organization."
AshFord_ACC 626,Accounting Courses,Accounting in a Global Environment,3 Credits,,"This course will include the study of an entity reported as either a multinational company or an entity whose reporting obligations to stakeholders are located in a country other than that of the reporting entity. Conceptual and practical applications of accounting are investigated from a global perspective. Special emphasis is placed on managing multinational enterprises with respect to how accounting applies to global strategies and the key accounting issues that influence multinational decision making. In addition, a detailed investigation on the convergence of U.S. Generally Accepted Accounting Principles (GAAP) and International Financial Reporting Standards (IFRS) are covered in this course. Also discussed are the effects of financial reporting, international taxation, and international financial statement analysis on a multinational reporting entity."
AshFord_ACC 630,Accounting Courses,Advanced Government and Non-Profit Accounting,3 Credits,,This course introduces specialized accounting principles applicable to state and local governments and other non-profit organizations. Emphasis will be on fund accounting and students will gain an understanding of the differences between private and public sector accounting.
AshFord_ACC 640,Accounting Courses,Advanced Managerial & Cost Accounting,3 Credits,,"This course explores advanced managerial and cost accounting topics as they relate to problem solving skills for managers. Topics include activity based costing, activity based management, cost of quality, theory of constraints related to capacity planning and new emerging practices that support management decision making."
AshFord_ACC 695,Accounting Courses,Accounting Capstone,3 Credits,,"This course is designed to bring together knowledge gained from the previous program courses and allow the student to demonstrate how the various components of an accounting system work together. Broadly the course encompasses complex accounting concepts, financial statement reporting, taxes, risks, information systems, auditing, business law, and ethics."
AshFord_ACC 696,Accounting Courses,Tax Capstone,3 Credits,,"This Capstone course will integrate the knowledge learned from prior courses using comprehensive business/individual taxation problems. The course will examine principles and policies that underlie the tax systems and rules. Students will research complicated tax issues involving a variety of tax topics, including businesses, financial tax planning, estates and wills. The culmination of the course involves a complex comprehensive tax research case."
AshFord_ACC 697,Accounting Courses,Audit Capstone,3 Credits,,"This course is designed to bring together knowledge gained from the previous program courses. Broadly the course emphasizes complex auditing concepts and will also encompass accounting concepts, financial statement reporting, taxes, risks, information systems, business law, and ethics."
AshFord_ACC 698,Accounting Courses,Accounting Information Systems Capstone,3 Credits,,This course requires students to use all of the skills and knowledge gained during completion of the program by applying them to contemporary information systems issues and problems facing the profession. Students will be required to apply accounting information systems to complex areas of accounting and taxation. The course emphasizes both the practical and ethical issues of the practice of accounting.
AshFord_ANT 101,Anthropology Courses,Introduction to Cultural Anthropology,3 Credits,,"Students explore culture in its role of guiding human behavior and providing social order, structure, and stability for individuals and groups of people. Culture is presented as a system of adaptation involving beliefs, behavior, language, customs, socio/political strategies, traditions, and technology that evolve over time. Recommended prerequisite: ENG 122."
AshFord_ANT 202,Anthropology Courses,Human Origins & Prehistory,4 Credits,,"This course will introduce students to the anthropological study of human evolution and prehistory. Students will be introduced to the theory of natural selection and to humanity as a member of the primate order. Topics covered will be the human ancestors, the Neolithic revolution, and how humans both differ and are similar to other primates. "
AshFord_ANT 234,Anthropology Courses,"Family, Kin, & Group",3 Credits,,"The course explores kinship systems, ethnicity, neighborhood and other social arrangements in various cultural settings through the reading of selected ethnographic materials. Students will study the kinship on a cross-cultural and worldwide basis, beginning with immediate social ties in familial contexts to broad connotations in ethnic, national, and universal domains. "
AshFord_ANT 307,Anthropology Courses,Anthropology of War,3 Credits,,"An examination of the nature of war, primarily as it occurs in pre-industrial societies, and a survey of the anthropological explanations regarding this phenomenon. Emphasis is on understanding the complexity, variability, and cultural embeddedness of war as it occurs around the world. "
AshFord_ANT 315,Anthropology Courses,Material Culture: Archaeology and the Human Condition,3 Credits,,"This course examines the anthropological sub-discipline of archaeology, the study of the human past, looking specifically at the theories and methods used by archaeologists. Students will learn how archaeologists gather and use data, and how this information is relevant to contemporary society. Students will explore the history and background of archaeology, as well as how archaeologists approach such topics as the origins of inequality, gender roles, complex societies, and ethical issues such as who owns the past. "
AshFord_ANT 340,Anthropology Courses,Anthropological Theory,3 Credits,,This course explores anthropological theory in a historical perspective focusing on the rise of a distinct anthropological perspective on the comparative study of human societies and cultures. The course will detail various theoretical models developed in the 19th and 20th centuries to explain the similarities and differences in cultural systems. 
AshFord_ANT 343,Anthropology Courses,"Language, Culture, & Communication",3 Credits,,"This course is an introduction to the study of the relationship of language and culture, including examination of the characteristics and structural principles of natural language. After exploring the basic characteristics of sound, word formation, and sentence structure, these principles are applied to such topics as: language variation, language change, psycholinguistics, and pragmatics. "
AshFord_ANT 348,Anthropology Courses,Native American Anthropology,3 Credits,,"This course examines the nature and distribution of North American Indian cultures from the pre-Columbian period to the present. Through the use of archeological, anthropological, and contemporary community studies, this course will explore the diversity of traditional North American Indian and Inuit cultures and the adaptation of indigenous peoples to America. "
AshFord_ANT 351,Anthropology Courses,"Anthropology of Religion, Magic, & Ritual",3 Credits,,"This course examines the nature of religious belief systems, myth and ritual, witchcraft, and magic and sorcery in various societies of the world. These behavioral and symbolic forms exist or have existed in virtually all human societies and cultures. In this course, students will study many different belief systems, define these entities; and develop an understanding of how they work in societies. The differences among traditions in nation states on cultures and political systems will be explored. "
AshFord_ANT 353,Anthropology Courses,Anthropology of Gender,3 Credits,,"This course examines cross-cultural analysis of gender roles, while focusing on non-Western societies, using data from other societies to better understand the gender system of our own culture. Issues include status of women and men, the meaning of femaleness and maleness historically and in contemporary society. Gender roles, transnational migrations, social movements, international relations and religion are explored."
AshFord_ANT 462,Anthropology Courses,Anthropological Research Methods,3 Credits,,"The course introduces students to qualitative research methods. Students will learn techniques such as participant observation, informal and formal interviewing, archival research, and explore the connection between theory and methodology. The perspective guiding the course is qualitative research as an empirical, rigorous approach that analyzes and interprets social and cultural aspects of human life. "
AshFord_ANT 499,Anthropology Courses,Ethnographic Study Capstone,3 Credits,,"This course will provide an opportunity for students to engage in a qualitative research project to practice the skills and concepts acquired throughout their programs. Particularly attentive to the problems of conducting ethnographic research in a changing world characterized by transnational ties, the course is meant to form the capstone experience for anthropology and social science majors. "
AshFord_ABS 200,Applied Behavioral Science Courses,Introduction to Applied Behavioral Science,3 Credits,,"This course provides an introduction and overview of the application and use of applied behavioral science. Basic terms and definitions are reviewed, and students are introduced to the varied components of applied behavioral science. Topics covered include definition of the field, sub-specialties, and real world applications, and aspects of the field."
AshFord_ABS 300,Applied Behavioral Science Courses,Psychological Assessment,3 Credits,,"This course will survey instruments of psychometric assessment that are frequently used in education and clinical practice. Fundamental theory and research pertaining to the quantitative measurement of human traits will be reviewed. Psychometric instruments will include standardized neuropsychological tests, intelligence tests, and personality tests. Strengths and limitations of these instruments will be carefully examined. "
AshFord_ABS 415,Applied Behavioral Science Courses,Leadership & Ethics in a Changing World,3 Credits,,"This course examines leadership and ethics from a broad perspective, and includes an overview of key leadership theories. Students explore leadership characteristics and values as applied to ethical decision-making, and challenges, as well as in regard to their own lives. Also included is an exploration of future leadership trends in a dynamic evolving world."
AshFord_ABS 417,Applied Behavioral Science Courses,Community Organizing & Development,3 Credits,,"This course examines methods, techniques, and theories involved in working with people to solve problems in community-based settings."
AshFord_ART 101,Art Courses,Art Appreciation,3 Credits,,A survey course providing an overview of the history of Western Art and the principles of art as they relate to society. Students are encouraged to discover personal interests through their own research on historical or contemporary styles and themes in art.
AshFord_BUS 119,Business Courses,Principles of Personal & Organizational Leadership,3 Credits,,"This is a leadership skills development course. This course provides an overview and introduction toleadership principles and leadership applications in various organizational settings. It examines theconcept of leadership, leadership styles, traits, and types, and the evolution of leadership behaviorsobserved during recent generations."
AshFord_BUS 201,Business Courses,Principles of Management,3 Credits,,"This course is an introduction to the nature and problems of management and organizations, leadershipand control. The relationships between the needs of the individual, the organization and society areexamined."
AshFord_BUS 215,Business Courses,Personal Financial Management,3 Credits,,"This course provides an introduction to the field of personal financial management and planning,focusing on the tools individuals and families employ to manage their financial affairs."
AshFord_BUS 226,Business Courses,Introduction to Personnel Administration,3 Credits,,"This course examines relationships and issues in personnel administration within a broad range oforganizations. Students study personnel management, organizational development, recruitment andselection, performance management systems, discipline, and collective bargaining."
AshFord_BUS 235,Business Courses,Introduction to Marketing,3 Credits,,"This course is an introduction to marketing principles, concepts and theories that define the marketingdiscipline. Basic marketing strategies relating to product, price, promotion and distribution, culturaltrends, societal behavior, technology, and legal environments that influence effective marketing decisionsare examined."
AshFord_BUS 250,Business Courses,Corporate & Social Responsibility,3 Credits,,"This course explores philosophic perspectives for understanding the meaning of corporate responsibilityin society, and considers the leadership roles of managers in implementing corporate and socialresponsibilities. Topics include uses of power, government regulations, environmental issues, employeerights and responsibilities, consumer protection, and ethical integrity."
AshFord_BUS 303,Business Courses,Human Resource Management,3 Credits,,"An introduction to the field of human resource management. Topics to be discussed includecommunication, motivation, and management of personnel. The course will include a review of currentstandards and practices as well as the legal environment as it pertains to the human resource field."
AshFord_BUS 311,Business Courses,Business Law I,3 Credits,,"Introduction to the legal environment of business in the United States. Examination of the Constitution,administrative law, contracts, agency, and the protection of competition, consumers, employees,investors, the environment, and international trade."
AshFord_BUS 317,Business Courses,Introduction to Advertising,3 Credits,,"This course is designed to introduce students to the field of advertising as a promotional force withemphasis on institutions, planning, strategic practices, and tactical decisions made by advertisingexecutives. It will also explore the various career opportunities including account executive, mediabuying, copywriting, production, and research."
AshFord_BUS 318,Business Courses,Organizational Behavior,3 Credits,,"This course is designed to develop the students skills in the understanding of factors that affect how individuals and groups act and interact with one another and with management. It also looks at howorganizations manage their internal environment with the aim of improving productivity, efficiency, andcommunications among members. "
AshFord_BUS 319,Business Courses,The Social Responsibility of Organization,3 Credits,,"The course is designed to provide students with insights into the complex environment that organizations of any size operate. Organizational leaders and organizational members responsibility to use ethical thinking to balance stakeholder interests with organizational duty are examined. Modern managers and leaders face increasing demands in local, regional, national and global environments with competing value expectations. The values and beliefs of organizational members fundamentally impact the success of the organization. In this course, students will gain appreciation for and understanding of social responsibility of the organization under such conditions. "
AshFord_BUS 323,Business Courses,Risk Management & Insurance,3 Credits,,"In this course, students study identification and quantification of risk, the span of methods of handlingrisk, and common contracts for managing risk. Common commercial/industrial situations and personalrisk management situations are addressed."
AshFord_BUS 330,Business Courses,Principles of Marketing,3 Credits,,"The methods used by producers of goods and services to determine and satisfy the wants of society. Anexamination of external and internal environments that impact marketing decisions, the basic elementsof a marketing program, and issues in ethics and social responsibility."
AshFord_BUS 336,Business Courses,Marketing Strategy,3 Credits,,"The objective of this course is to advance the students ability to develop, implement, and criticallyevaluate the marketing strategy for a product or service. It will provide the conceptual frameworks andhone the analytical and creative skills that are necessary to define and develop superior value,persuasively communicate that value, profitably deliver it to a carefully selected target market, andsustain both the value and the profitability in the face of ever-changing customer needs and competitiveofferings."
AshFord_BUS 337,Business Courses,Principles of Retail Management,3 Credits,,"Principles and practices used in management of retail businesses. The course covers topics such as siteselection, layout, organization, staffing, positioning, customer service, promotional techniques, and allaspects of the critical buying function."
AshFord_BUS 339,Business Courses,Marketing Research,3 Credits,,"Study and analysis of the marketing information system. Includes the organizational characteristics ofmarketing research, basic tools and procedures, and management science applications."
AshFord_BUS 340,Business Courses,Business Communications,3 Credits,,"Every aspect of contemporary business communications  from determining what information tocommunicate to processing information and sharing it  depends on technology. Students will learn tocompose, format, and manage business letters, memos, reports, email, and resumes. Students will usesoftware to access information and to evaluate the quality of the information they receive. Students willcreate electronic presentations to communicate information."
AshFord_BUS 342,Business Courses,Financial Planning & Practice,3 Credits,,"This course is a study of the various aspects of family financial planning from the perspective of thefinancial planning professional. It introduces the legal and regulatory issues affecting financial planners,defines the client-planner relationship, and prepares the planner to conduct family financial analysis.Emphasis is on providing the student with the knowledge and tools necessary to help families makeinformed financial decisions."
AshFord_BUS 343,Business Courses,International Marketing,3 Credits,,"Examination of cultural, economic, and political factors that affect marketing of goods and servicesworldwide. Emphasis is on adapting the marketing strategies of domestic marketers to internationaloperations and the institutional structure that exists in international markets. Marketing strategies offirms operation within these markets are also examined."
AshFord_BUS 350,Business Courses,Consumer Behavior,3 Credits,,"This course illustrates the psychological, socio-cultural, and decision-making aspects of consumerbehavior. Students study behavioral concepts, motivation, and the role of consumer behavior in oursociety."
AshFord_BUS 351,Business Courses,Integrated Marketing Communications,3 Credits,,"This course is designed to reinforce the concept of integrated marketing communications (IMC). It aims to increase students' understanding of the planning, implementation, and evaluation process of an IMC campaign. Particular emphasis is on the integration of key elements of the marketing communication mix (e.g., advertising, promotion, direct marketing, interactive marketing, PR and publicity, etc.). Students will also learn how different types of media are employed in IMC."
AshFord_BUS 352,Business Courses,e-Business,3 Credits,,"An introduction to the fundamental concepts used in e-business and e-commerce. This course identifiesand describes the wide range of applications in business. It explains what the Internet is and how it canbe used for business applications in a competitive environment. Through Internet labs, this course willcompare various Web strategies of current businesses. Students need to be proficient in using theInternet to find information."
AshFord_BUS 357,Business Courses,International Business,3 Credits,,Students examine functional areas of business from an international perspective. The importance ofdiffering cultural and political assumptions in business is also addressed.
AshFord_BUS 362,Business Courses,Introduction to Entrepreneurship,3 Credits,,"This dynamic course is based on a unique model of entrepreneurial methodology developed by Forbes School of Business and Technology at Ashford University. Entrepreneurship encompasses imagining the unknown, taking inspired action, and embracing uncertainty to create a new future. It involves the identification, evaluation, and exploitation of opportunities to address challenges and to solve problems. Students will learn how to use imagination, creativity, innovation, and entrepreneurship to bring new ideas to fruition that inspire others. Students will create a feasible blueprint for a venture opportunity idea of their own. This course will be the beginning of the journey to becoming an entrepreneur."
AshFord_BUS 365,Business Courses,Creativity & Innovation,3 Credits,,This course focuses on creativity and innovation as a process in organizations. The course also examineshow individuals can be innovative in organizations and the challenge of building innovativeorganizations. 
AshFord_BUS 368,Business Courses,Venture Capital & Banking,3 Credits,,"This course examines financing the start-up of a new venture, from bootstrapping with personalresources or bank debt to equity investment by angel investors or venture capitalists. The course alsocovers the four main aspects of venture capital: valuation, deal structuring, governance, and harvesting. "
AshFord_BUS 370,Business Courses,Organizational Development,3 Credits,,"The course overviews how, why, and when to integrate the behavioral sciences with human resourcesmanagement principles to increase individual and organizational effectiveness. Students will also beintroduced to many types of interpersonal, intra-group, inter-group, and organizational interventionsthat are used to effect comprehensive and lasting changes. "
AshFord_BUS 372,Business Courses,Employee & Labor Relations,3 Credits,,"The course provides students with both the common and complex issues related to human behavior inthe workplace as it relates to employee relations, and an examination of relationships among unions,workers, management, laws and government regulation. "
AshFord_BUS 375,Business Courses,Employee Training,3 Credits,,"This course provides essential managerial-level comprehension of training theory and its practicalapplications in the business and management environment. Students learn the functions and duties oftraining: trainer/developer, the identification and assessment of training needs, program design anddevelopment, selection of delivery methods and means of instruction, the implementation of trainingprograms, and evaluation. "
AshFord_BUS 378,Business Courses,International Business Law,3 Credits,,"This courses focuses on the legal environment associated with international commercial transactions,including an analysis of major Western and non-Western legal traditions and the supranational law of theEuropean Community, a detailed analysis of the negotiation, formation, enforcement, and financing ofinternational sales contracts, an analysis of international trade regulation, analysis of methods ofregulating global competition, and of the protection of business property rights in internationaltransactions."
AshFord_BUS 401,Business Courses,Principles of Finance,3 Credits,,"Basic corporate finance is presented with the emphasis on risk and return, bond and equity markets,valuation of bonds and equities, present value analysis, internal rate of return analysis, and project analysis using the weighted average cost of capital. "
AshFord_BUS 402,Business Courses,Strategic Management & Business Policy,3 Credits,,"A case-based course that discusses the set of managerial decisions and actions that determines the long-run performance of a company. The course includes environmental scanning, strategy formulation, strategy implementation, and evaluation and control. "
AshFord_BUS 405,Business Courses,Principles of Investments,3 Credits,,The study and analysis of securities and other forms of investments. Emphasis is on investmentprinciples from the managers point of view. 
AshFord_BUS 410,Business Courses,Digital Marketing Essentials,3 Credits,,"This course is designed to provide the theoretical understanding of the internet marketplace necessary to adapt to its many changes, while also equipping the students with the skills they will need to perform vital functions of internet marketing."
AshFord_BUS 421,Business Courses,PR/Marketing Capstone,3 Credits,,"This course is designed to bring together the knowledge gained through the entire program and permits the student to demonstrate mastery in the various course competencies. Students are expected to apply and integrate a variety of skills, tools, and knowledge to assess real-world problems offering realistic solutions. Students will analyze, design, implement, and document an appropriate solution for a capstone project. The project should exemplify the students ability to apply program outcomes. "
AshFord_BUS 427,Business Courses,Sustainable Business Practices,3 Credits,,"Using readings and cases, students examine business strategies in response to and anticipation of opportunities resulting from shifting economic, political, and environmental conditions including social change, market failures, or interruption of business operations. Compliance and risk management strategies will be emphasized while emphasis focuses on business innovation and business sustainability."
AshFord_BUS 430,Business Courses,Finance Seminar,3 Credits,,"Using readings and case studies, students gain understanding the types of analysis performed and decisions made by the financial managers of corporations, focusing on valuation concepts and managing for value. Students also explore specific financing and investing decisions made by the firms management to mitigate corporate risk using insurance and financial derivatives; valuation of real options; real estate investment decision; issues and methods of corporate financial management in an international environment. "
AshFord_BUS 433,Business Courses,New Business Strategy,3 Credits,,"This course is intended to provide prospective entrepreneurs with information and tools for evaluating opportunities for starting a new firmhow to choose markets for entry, when to enter, and what resources and capabilities it will take to enter and provide a platform for future growth. "
AshFord_BUS 434,Business Courses,Compensation & Benefits Management,3 Credits,,"This course reviews the fundamentals of wage and salary programs, including conducting salary surveys, defining compensable factors, adjusting pay structures, evaluating pay differentials, and relating pay to performance. Benefit programs and related employee incentive and service programs are also covered. "
AshFord_BUS 435,Business Courses,Small Business Ventures,3 Credits,,"This course explores the strategic planning, operating, financing, legal, career and other business issues found in launching a small business or operating family-owned and managed companies or privately-held firms. Other course topics include the challenge of identifying viable business opportunities, gaining the appropriate business skills and tools to be successful, and defining the capital requirements to operate the business. "
AshFord_BUS 437,Business Courses,Business Plan Development,3 Credits,,This course gives students the opportunity to study the elements of a successful business plan and to put that knowledge to work in creating a comprehensive business plan for a new venture. 
AshFord_BUS 439,Business Courses,International Human Resources Management,3 Credits,,"In this course, students will examine human resources practices in an international business environment. The course also addresses HR strategies and practices to increase organizational effectiveness and efficiency as well as international compliance problems faced by HR professionals."
AshFord_BUS 441,Business Courses,Retail Pricing Management,3 Credits,,"The purpose of this course is to provide an in-depth understanding of the issues and considerations in the pricing of retail products, illustrate the role of pricing and product management in achieving strategic retail business goals, and demonstrate the link between pricing and product management within the context of the marketing mix within the marketing management process. "
AshFord_BUS 442,Business Courses,Retail Merchandising,3 Credits,,"This course addresses the central issues of retailing business while emphasizing issues related to channel options available to the final consumer. The course features concepts applied to both store based (e.g., specialty store, department store, multi-unit retail) and non-store based (e.g., Internet and catalog) retailing channels."
AshFord_BUS 443,Business Courses,Quality Management for Organizational Excellence,3 Credits,,"This course presents quality procedures and concepts for enhancing goods, services, and the entire business environment. Students will learn to view quality as the result of customer-focused processes. Tools to manage these processes focus on designing, monitoring, controlling, and improving the inputs, activities, and outputs involved in all business activities."
AshFord_BUS 445,Business Courses,Total Quality Management,3 Credits,,"This course presents quality procedures and concepts for enhancing goods, services and the entire business environment. Students learn various methods of process control and acceptance sampling, including using control charts and sampling plans. Quality planning, assurance and control are covered as parts of a total quality system. Probability and statistical concepts are further explored as related to process control."
AshFord_BUS 446,Business Courses,Production Operations Control,3 Credits,,"Students analyze production control requirements as applied to both ""push"" and ""pull"" production environments. Students will gain an understanding of the ideologies related to forecasting, planning, scheduling, and managing operations with regard to the important relationship between the supply chain and production control. Students further learn to capture data to produce goods and services."
AshFord_BUS 450,Business Courses,International Finance,3 Credits,,"An examination of the international aspects of corporate finance and investing, the course covers balance of payments, foreign exchange with emphasis on exchange rate determination, exchange risk, hedging, and interest arbitrage, international money and capital markets, international financing, and international banking."
AshFord_BUS 455,Business Courses,Internet & Social Media Marketing,3 Credits,,This course is an introduction to the use of the Internet and social media applications as part of an integrated marketing strategy. Students will be exposed to a variety of alternative media as well as other online marketing tools and strategies. The course will also evaluate how these tools fit into the marketing theoretical framework. 
AshFord_BUS 458,Business Courses,Consumer & Family Finance Capstone,3 Credits,,"This course provides a link between the traditional advisement services (finance, investment, tax, insurance, retirement planning, trust planning) and the clients life plan to manage financial affairs. As a final exercise, students complete a model financial plan for a mock client. "
AshFord_BUS 461,Business Courses,Decision Modeling & Analysis,3 Credits,,"An introduction to the application of management science techniques and statistical tools to business decisions. Students will learn the assumptions and techniques necessary to apply and to implement solutions from optimization and other decision science models. The focus of the course will be on problem solving, which includes problem definition, problem analysis, evaluation and choice of alternatives, and implementation and evaluation of the decision. "
AshFord_BUS 495,Business Courses,Marketing Capstone Course,3 Credits,,This course is designed to bring together marketing knowledge gained throughout the entire program. Students will demonstrate a mastery of marketing components by designing and developing a marketing plan for a product or service. The student will be attentive to domestic and global markets in a sustainable and responsible manner. 
AshFord_BUS 497,Business Courses,e-Marketing Capstone,3 Credits,,"This course discusses the elements of a marketing plan as they are applied in an internet marketing situation. Students will create an e-marketing plan, beginning with an environmental scan and progressing through product strategy, channel strategy, and marketing communication. "
AshFord_BUS 590,Business Courses,General Cost Accounting,3 Credits,,"This course covers principles of planning, measuring, recording, and controlling costs in different types of organizations. Key concepts will include cost records, cost behavior and allocation, inventory valuation, product costing, standard costs, responsibility accounting, and cost planning and control. Emphasis is placed on costing analysis, evaluation, and reporting in order to assist management with the decision-making process."
AshFord_BUS 591,Business Courses,Financial Accounting & Analysis,3 Credits,,"This course is a study of how the firms management captures and uses financial information for reporting and analysis to both internal and external stakeholders. Various course topics include the accounting cycle, sources of the information contained in financial statements, time value of money, ratio analysis, the preparation and analysis of income statements, balance sheets, and statements of cash flows."
AshFord_BUS 600,Business Courses,Management Communications with Technology Tools,3 Credits,,"This course is designed to introduce the student to the Ashford University Graduate Business programs, with emphases upon conceptualizing communication and communication processes in the contexts of organizations and leadership. Emphasis will be on technology, theories and models, qualitative communication research methodologies, and research writing."
AshFord_BUS 604,Business Courses,New Business Venture Management,3 Credits,,"This course focuses on the important aspects of starting a new business enterprise with emphasis on the challenges faced by the entrepreneur in initiating a business venture and directing its early development. The course also addresses the process of forming business ventures, the identification and evaluation of new venture opportunities, and the development of appropriate entry strategies."
AshFord_BUS 605,Business Courses,Venture Capital & Private Equity,3 Credits,,"This course will examine the role of finance and the formation of financial strategies needed to support each phase of the business start-up. Sources of equity and debt capital along with entry strategies such as franchising and acquisition are examined. Alternative working capital, capital structure, and investment strategies unique to the start-up are presented."
AshFord_BUS 606,Business Courses,Global Comparative Management,3 Credits,,"This course reviews management systems within their political, social, and economic environments with a global perspective. This course also emphasizes the managerial processes in a global business environment and provides a strategic assessment of the fundamental issues involved in the management of multinational corporations. Topics include comparative studies of practices of management in foreign nations and examination of the influences of culture on business operations."
